direct_distance,road_distance,num_l_turns,num_r_turns,num_straights,median_angle,total_angle,mean_angle,std_angle,max_angle,min_angle,median_pivot_off,mean_pivot_off,std_pivot_off,max_pivot_off,min_pivot_off,start_time,end_time,duration_seconds,safety
147.87492535373903,230.5694965318153,4,6,5,-1.961125583810856,-45.99843992991089,-3.066562661994059,17.882368238612397,29.742859630760496,-56.79606507985213,56.75737675115058,43.09564173777893,34.9291718889419,100.23847870693776,0.0,,,16.023489475250244,safe
126.94260524202215,190.7203994541932,4,4,3,0.0,-229.5310767445512,-20.866461522231923,100.4363323470272,44.256848728910526,-318.8298247154273,31.548159154734904,56.86616138465589,74.87515955151298,247.0134040104145,0.0,,,15.294875144958496,safe
180.63225681672924,210.6193539402261,6,3,6,0.6376279669173927,14.147393282161742,0.9431595521441162,10.00675707040207,12.44878180946832,-25.182753745598564,46.30731415983603,31.78368121365225,27.70315413103668,65.8392742530223,0.0,,,16.306779384613037,safe
139.62105496996872,220.7073827546892,4,4,3,0.0,37.366144514128365,3.3969222285571243,23.658710008166352,45.03294283835369,-38.36108334280148,39.55737481642752,54.50819651144786,66.8494451562037,239.0736446564399,0.0,,,17.51402711868286,unsafe
25.45542750975732,150.78013120933582,2,1,4,0.0,-168.98634484930687,-24.14090640704384,72.54750629481985,12.682448259263436,-187.8995938828446,0.0,15.386601783372184,20.60619286609817,45.685717992929895,0.0,,,13.867626905441284,safe
98.20433746088342,190.9688965379522,5,4,2,0.0,-14.598169635075593,-1.3271063304614183,32.737409282134244,58.891017305212834,-81.29906269183259,37.683867752046496,45.39342869862488,43.63487305009944,163.6573119563793,0.0,,,16.15521502494812,unsafe
74.89733567162924,221.0240456777265,2,3,2,-2.341847833758881,-228.85096079354136,-32.692994399077335,217.4197741983029,353.89743588165254,-310.88683891078995,4.887819772228784,34.59947604745309,50.045974808730136,121.72145700173716,0.0,,,16.535794734954834,safe
90.24120827737826,190.7451727877593,4,5,3,-1.045595895929358,-86.79463711871124,-7.232886426559269,23.94009999617013,15.395457999586377,-73.4955109158032,44.30386594334732,42.11251777968807,29.37235144726798,85.18540049302308,0.0,,,14.664483785629272,unsafe
95.55717639100146,221.03598705604983,3,7,3,-6.151075155251602,-128.29837879401103,-9.86910606107777,22.20914726738136,15.892555609556732,-68.58305744384818,39.08156270903667,44.11918795543174,39.72565742458663,136.72042401690163,0.0,,,18.807089805603027,unsafe
166.4540240124356,220.8351518963648,2,6,3,-5.492499549451607,7.865424206031321,0.7150385641846664,34.039204166388394,87.72774915026554,-36.413567110456526,41.69743119837136,36.87544133675377,29.203899149711862,92.14720895207712,0.0,,,17.628533840179443,unsafe
73.85115570357681,140.47045937917466,4,1,3,4.377039566220383,-195.93049942625288,-24.491312428281613,94.68636045056452,33.53689603163951,-257.2565891357835,24.83018561968757,27.23487007092204,27.866496310366905,71.03782923032306,0.0,,,11.534281253814695,safe
68.4305782803038,130.77583844964087,2,2,0,-1.656765520443951,-117.4141975987703,-29.35354939969257,94.02016267727434,50.984528030352976,-165.08519458823537,52.23475121010682,65.29557578933795,52.076794124041626,133.19839418347215,23.514406553665964,,,10.795356273651125,safe
128.98259192192276,220.70084322911805,3,2,3,1.9844169265948983,-37.70235828755649,-4.712794785944559,175.06070097032224,291.8577642856269,-352.93138116468015,5.049242692945979,32.390236791252775,63.68418872350172,186.31397855797263,0.0,,,17.130462408065796,unsafe
125.04528607990198,210.5462027213588,4,2,5,-0.2472297951226602,-293.0586042825893,-26.641691298417204,84.50477371988812,15.498203336405735,-276.4644079165926,8.726958932239427,31.305020930967554,36.43674431838928,93.40443989051938,0.0,,,15.187360763549805,safe
113.88089202762892,140.91774610626933,3,6,1,-13.994971076547817,-83.090766770866,-8.309076677086601,19.30479307687275,19.090937130652783,-41.32490720405641,32.74745024216092,32.33314420309828,16.244645875504915,63.70155473617268,0.0,,,12.375821113586426,unsafe
95.82928867397304,230.94828819614048,1,10,4,-8.118313703231467,-165.3869735386529,-11.025798235910196,17.362333422866083,5.17311044232286,-59.41053053966996,46.00830202741174,41.79313961311979,33.13408591099073,102.31614555644244,0.0,,,16.2280056476593,unsafe
61.276389319954966,211.0674677882236,7,3,3,5.396241930059444,-276.1964178941548,-21.24587829955037,98.27788745105477,63.347400759080266,-337.12563054221164,31.66080845462728,35.89051708997595,31.8962724457872,89.64072137344235,0.0,,,17.28124976158142,safe
113.4611306472344,150.68189033290216,4,2,1,14.730594688245883,120.76517618620488,17.252168026600696,35.05769110103242,87.03163184003073,-20.532954056491025,35.71139557903348,41.60103819224893,24.695699223108008,75.01035083491593,0.0,,,12.15470576286316,safe
69.73719608337464,130.7153993037153,1,3,1,-15.274105295330578,-120.83458133699936,-24.16691626739987,49.55340421291737,38.485197374932085,-95.15148813583724,28.335872449798494,23.98160211214694,13.743795385438036,35.02899064301876,0.0,,,10.716291666030884,safe
107.88984238245396,150.35747463158793,6,0,1,13.704834203118764,100.66664917065604,14.380949881522293,9.89691715487955,32.153097764850415,0.0,60.748111114412325,64.51766846761839,51.83657681580021,163.4355073858236,0.0,,,11.172144889831545,safe
21.001013598207724,190.7372490614395,2,7,2,-6.29792305594094,573.1178810524682,52.101625550224384,140.7987382985323,354.3744373152909,-35.00106084983047,33.80913991924698,36.30712022435291,33.63835090151534,91.3971029253214,0.0,,,15.30437469482422,unsafe
123.79167554233848,130.29230626316505,3,2,2,-3.834460477558993,-31.661627958222645,-4.523089708317522,21.656266478050668,22.255159537579303,-44.44223293759849,51.59787156765,50.24779574185812,44.47139917586716,117.94857942496532,0.0,,,9.05172848701477,safe
129.61526943250445,140.2836759587923,2,2,0,5.977925569765301,73.31823214987881,18.329558037469702,52.07149248061078,90.39247439748117,-29.03009338713296,62.13045866692168,59.28775686960149,13.22722962570469,71.98707887350534,40.90303127105723,,,10.29376459121704,safe
132.3766067625938,200.958633364903,3,4,3,-2.1184374348431696,15.792488815232671,1.5792488815232677,33.87417557339649,62.73136604759686,-51.79193611150244,28.164398832789736,30.14333521846919,25.89986456371864,75.17682903443684,0.0,,,15.67566180229187,unsafe
69.9929959466439,200.9071022528331,3,6,2,-5.598244244646496,-22.228234529791223,-2.020748593617385,24.72851011564301,41.69537579173175,-54.91910032527604,40.82386623813452,42.20416826675592,27.57735865605464,82.2477937609455,0.0,,,16.251055002212524,unsafe
