direct_distance,road_distance,num_l_turns,num_r_turns,num_straights,median_angle,total_angle,mean_angle,std_angle,max_angle,min_angle,median_pivot_off,mean_pivot_off,std_pivot_off,max_pivot_off,min_pivot_off,duration_seconds,safety
83.79106075877417,1495.017783736211,6,7,3,120.0,2100,161.53846153846155,113.34740021762596,315,15,17.0,21.23076923076923,14.655814525582809,42,2,37.400843,1
177.15849370950104,1578.150404870131,6,8,1,90.0,2055,146.78571428571428,110.83461203292858,345,15,22.0,23.071428571428573,10.55234764478154,42,7,39.143885,1
120.09649018010694,1256.3197615640067,9,6,2,300.0,3270,218.0,132.9135057095403,345,30,32.0,23.666666666666668,15.238839267549949,47,2,28.611723,1
269.48612805935187,1918.7675533715087,13,10,4,255.0,4755,206.7391304347826,128.27118602578386,345,15,17.0,16.565217391304348,12.150598793462713,42,2,34.466871,1
146.402635769407,1100.4956258014015,6,5,4,285.0,2190,199.0909090909091,115.32204279199622,330,45,17.0,17.454545454545453,9.875254992000196,32,2,27.691107,1
149.89329538041386,2201.328614223397,9,10,6,90.0,3225,169.73684210526315,131.94370494357898,345,15,22.0,24.105263157894736,14.171486334564484,47,2,29.078471,1
239.43738967899463,1755.9375728747834,6,8,2,90.0,2250,160.71428571428572,126.19227312287536,345,15,29.5,25.214285714285715,13.576127006248724,42,2,33.961782,1
70.3420215802759,1514.7023938923462,6,6,2,180.0,2205,183.75,113.5988006098656,330,15,22.0,20.33333333333333,11.960583412006102,47,2,37.005053,1
69.36083649386055,1353.2571896853233,7,7,3,172.5,2505,178.92857142857142,126.19682149365744,330,15,27.0,27.0,9.819805060619656,42,7,41.956966,1
191.65905615326017,1290.7900856536448,6,10,2,67.5,2190,136.875,127.4862124898218,345,15,24.5,25.75,14.523687548277811,47,2,30.128223,1
55.195635650759584,2054.713814434041,11,16,5,75.0,4020,148.88888888888889,134.84101292052097,345,15,17.0,19.96296296296296,12.85670737608132,47,2,30.374683,1
177.15849370950104,1474.5753110928292,7,6,2,270.0,2595,199.6153846153846,116.54417350815194,345,45,17.0,23.153846153846157,14.564689406739603,47,7,30.696148,1
208.2081710662985,1606.930066663081,7,6,1,270.0,2550,196.15384615384616,111.54774497175649,330,15,22.0,23.53846153846154,14.329181546305506,47,2,33.04891,1
269.48612805935187,1541.0802452056032,5,4,2,240.0,1755,195.0,114.67344941179716,330,30,32.0,30.33333333333333,8.498365855987975,42,17,30.656864,1
177.5049295090139,2270.884604003767,8,7,3,255.0,2940,196.0,114.16654501210064,345,30,27.0,24.0,15.033296378372908,47,2,30.645313,1
35.60898762952969,1800.5523098047445,7,13,2,60.0,2625,131.25,125.57741636138245,345,15,22.0,22.25,13.91716565971678,47,2,36.54208,1
201.4122012976353,1761.1549520477477,9,9,2,195.0,3315,184.16666666666663,130.5570330885659,345,30,32.0,25.61111111111111,15.794298862032775,47,2,28.825614,1
6.545009041319231,1346.5228051424845,11,10,2,270.0,3945,187.8571428571429,138.45724308704587,345,15,22.0,23.19047619047619,11.639911011028872,47,7,33.956113,1
102.38665564547864,1704.5358185585387,5,7,2,105.0,1725,143.75,106.8512400489578,315,15,19.5,21.166666666666668,13.514395616855714,42,2,26.717959,1
177.15849370950104,2350.5133942657703,8,11,2,105.0,2925,153.94736842105263,122.90966887759932,345,15,17.0,21.473684210526315,15.208613975578832,47,2,31.379879,1
0.0,2614.021156975651,15,11,5,247.5,5325,204.80769230769232,126.7301855945473,345,15,17.0,21.423076923076923,15.462543021327072,47,2,31.094493,1
107.6421108302429,1413.8246725677031,6,7,3,105.0,2130,163.84615384615384,129.49834935321414,330,15,22.0,23.153846153846157,12.113858267710478,42,2,33.536319,1
270.7840377976009,2081.619099207848,5,6,1,120.0,1860,169.0909090909091,104.92027670002552,345,45,22.0,21.545454545454547,16.160353486028345,47,2,33.63048,1
21.3433690545087,1184.0240004165837,3,5,5,75.0,1065,133.125,112.609321883226,300,15,37.0,33.25,12.686114456365274,47,12,43.303233,0
201.4122012976353,1402.426226484398,8,9,4,120.0,2955,173.8235294117647,136.51685321260769,345,15,22.0,22.88235294117647,10.323487514578966,37,7,32.840434,1
201.4122012976353,1486.106629257679,5,6,2,105.0,1740,158.1818181818182,112.8609910721376,315,30,32.0,28.363636363636363,11.499191491521378,42,2,32.867241,1
40.0,2264.4058643288718,5,7,6,90.0,1785,148.75,109.62293327584334,315,15,24.5,23.25,13.248427579653873,42,7,33.966374,1
191.65905615326017,1672.2640447188878,7,9,2,105.0,2475,154.6875,123.8884169071104,345,15,22.0,23.875,14.67086824288188,47,2,33.748154,1
25.43772910137012,1753.4806779460682,6,5,4,255.0,2070,188.1818181818182,111.76828154861548,315,15,17.0,20.63636363636364,13.995276653036957,47,2,31.953703,1
96.73815375500222,1484.5095094409976,11,6,1,300.0,3945,232.05882352941177,117.33635442267736,345,15,17.0,21.41176470588235,10.415253652721043,47,7,28.083344,1
191.65905615326017,2518.2957723474906,13,11,4,255.0,4605,191.875,125.57212817739452,345,15,19.5,21.166666666666668,13.281147875424358,47,2,39.374812,1
122.58874336577558,2076.847807166137,11,11,5,187.5,3855,175.22727272727272,131.88732512613038,345,15,17.0,17.90909090909091,12.936590427961551,42,2,38.832728,1
49.2658996609579,1484.7654004166964,5,7,3,82.5,1725,143.75,117.86512418862505,315,15,27.0,27.83333333333333,13.667682889047272,47,7,28.150435,1
35.14295454662025,2433.894721021128,13,10,4,270.0,4680,203.4782608695652,116.76281032604643,345,15,17.0,20.695652173913043,15.757495890800106,47,2,23.405004,1
177.5049295090139,1487.7264966926898,5,5,4,172.5,1770,177.0,114.9826073804208,330,30,27.0,26.5,12.134661099511597,47,2,40.192313,1
35.14295454662025,1267.9950217834628,6,7,6,75.0,2160,166.15384615384616,122.06797989635255,345,15,22.0,22.384615384615383,11.512791959304431,42,2,30.664401,1
205.2997808084558,1319.3307275995382,4,4,2,172.5,1440,180.0,107.12142642814275,315,45,29.5,28.25,14.086784586980809,47,7,41.653217,1
6.54887930510337,1873.411889382012,4,8,1,60.0,1425,118.75,111.15164191319892,300,15,39.5,32.833333333333336,16.308654825650773,47,2,29.78302,1
36.19491907527906,1675.345316381815,12,13,6,105.0,4305,172.2,134.17212825322554,345,15,12.0,17.8,14.46927779814874,47,2,25.797111,1
35.761961271441095,1576.4056132555286,4,6,2,82.5,1455,145.5,115.61682403525882,300,15,22.0,28.5,11.629703349613008,47,12,41.349813,1
17.425806920987753,1283.8670432445283,10,6,4,270.0,3585,224.0625,117.4497066567218,345,30,17.0,20.4375,11.280341029862528,42,7,34.26215,1
208.2081710662985,1996.521805282693,8,6,2,240.0,2895,206.78571428571428,112.84640545666396,345,45,29.5,26.642857142857142,12.021451914076309,47,7,37.343878,1
149.67528699988523,1900.4688661392647,8,11,4,75.0,2910,153.1578947368421,132.2598173285386,345,15,27.0,23.31578947368421,12.961695111605,47,2,31.107892,1
99.5511344243662,1449.8896505323576,6,8,2,67.5,2175,155.35714285714286,130.34931483345443,345,15,29.5,28.785714285714285,12.479575149754393,47,12,31.818042,1
69.75590131464732,1363.6981804235445,9,7,5,285.0,3180,198.75,142.7464973300571,345,15,27.0,24.1875,10.150238605569822,42,7,30.693319,1
127.18008183839729,1509.982712144631,7,7,4,180.0,2520,180.0,129.40799268757928,345,15,24.5,27.0,11.952286093343936,47,12,35.300334,1
37.61226363791302,1616.848425675086,8,7,3,240.0,2880,192.0,116.85888926393234,345,30,17.0,23.33333333333333,13.71941041817112,47,7,28.938126,1
167.4355689718131,1629.6619084371212,6,7,4,105.0,2190,168.46153846153845,123.01320465994722,345,15,27.0,24.307692307692307,13.532778527507062,42,2,33.367651,1
143.78439777343905,1729.5018981121898,9,10,3,120.0,3255,171.31578947368422,131.2474772215006,345,15,12.0,19.36842105263158,13.89513556046746,47,2,27.740136,1
20.0,1409.3723179811811,7,6,6,285.0,2535,195.0,131.42707834794518,330,30,17.0,22.0,13.867504905630728,47,2,35.65325,1
96.73815375500222,1587.3291477996866,7,8,3,90.0,2595,173.0,134.14917070187204,345,15,22.0,24.666666666666668,13.399834161494525,47,2,29.785398,1
149.89329538041386,2001.712375978968,8,5,2,270.0,2850,219.23076923076923,100.8015215438841,345,30,22.0,26.23076923076923,14.256733071423568,47,2,35.332457,1
239.43738967899463,2325.642083779977,14,13,2,240.0,5010,185.55555555555557,121.66539826837568,345,15,17.0,18.48148148148148,12.458435697447529,42,2,29.827815,1
116.17418861005244,2208.1745091273324,12,10,3,270.0,4260,193.63636363636363,132.4693945629245,345,15,32.0,29.272727272727277,13.628785773240864,47,7,32.018245,1
26.78348258463238,2020.629406532477,13,9,2,292.5,4665,212.04545454545453,126.98120020936788,345,15,19.5,19.954545454545453,12.76172285578769,42,2,26.943954,1
91.19941121392937,1595.8410734951428,6,6,2,187.5,2115,176.25,133.19980292778214,345,15,27.0,29.08333333333333,11.448859720028404,47,12,44.96698,1
235.3610503545358,1577.5115626456293,7,8,3,120.0,2505,167.0,118.72657663724664,345,15,22.0,21.666666666666668,11.175369742826806,37,2,25.175647,1
122.58874336577558,1817.90070783144,5,4,2,255.0,1770,196.66666666666663,103.30644811541156,345,45,27.0,25.88888888888889,12.196943555611194,42,2,46.292394,1
70.3420215802759,2227.752754406366,8,10,3,105.0,2895,160.83333333333334,128.043503891798,345,15,17.0,23.11111111111111,15.41604102834623,47,2,26.055458,1
143.78439777343905,1921.2999152206585,7,8,3,105.0,2475,165.0,109.54451150103324,315,15,17.0,20.0,11.075498483890769,37,2,32.811736,1
51.21500216437505,1846.6757292720995,10,12,3,97.5,3585,162.95454545454547,129.69070804057674,345,15,27.0,24.954545454545453,14.667457091147774,47,2,29.604638,1
120.09649018010694,1935.0059848614849,11,11,1,187.5,3990,181.3636363636364,126.46578605030814,345,15,19.5,19.727272727272727,12.944573514452856,47,2,28.968037,1
88.31123842161416,1813.4782238318453,6,8,3,112.5,2235,159.64285714285714,122.46667601716752,345,15,22.0,21.642857142857142,11.411818077621756,37,2,45.887668,1
149.89329538041386,516.5345397524425,2,2,1,172.5,720,180.0,98.93179468704687,300,75,27.0,24.5,8.2915619758885,32,12,34.173411,0
41.18081800626967,1638.255807036379,4,5,1,120.0,1395,155.0,106.7707825203131,315,45,27.0,29.77777777777778,12.27262335243029,47,7,39.478964,1
205.2997808084558,1397.348470865249,5,5,2,187.5,1875,187.5,123.55666716126652,345,15,29.5,30.5,9.5,47,12,41.24104,1
52.783954494962046,1706.3553113562336,6,7,6,120.0,2235,171.92307692307693,107.6236044587171,345,15,17.0,15.076923076923077,12.331707339908768,42,2,29.834194,1
95.85405573057407,2314.074582595473,8,8,3,180.0,2985,186.5625,115.09125116076372,345,15,24.5,22.9375,14.055553840030637,47,2,30.475149,1
6.545009041319231,1562.8340650916111,9,11,2,90.0,3165,158.25,137.43430248667906,330,15,19.5,24.0,14.265342617687104,47,2,29.994656,1
87.02449603613024,1369.997318274091,8,7,2,285.0,2910,194.0,133.7684566704722,345,15,22.0,26.666666666666668,12.310790208412923,47,7,36.31734,1
20.0,2028.3042178749029,8,9,7,120.0,2835,166.76470588235293,117.1969330113482,330,15,22.0,24.352941176470587,12.961214433253357,47,2,34.190167,1
222.7099217519178,1713.4597131098376,11,8,3,300.0,3975,209.21052631578948,129.90141158317695,345,15,37.0,28.84210526315789,14.61888885508542,47,2,31.230331,1
177.15849370950104,1709.960800877979,9,7,5,247.5,3120,195.0,119.17686436553028,345,15,22.0,20.75,11.110243021644486,42,2,31.111851,1
116.17418861005244,1662.6589972278352,7,6,3,240.0,2415,185.7692307692308,94.78408974421316,345,60,22.0,20.07692307692308,9.71486995408853,37,2,37.105311,1
0.0,1092.1537429113062,6,8,3,67.5,2220,158.57142857142858,138.83994602507198,345,15,27.0,26.285714285714285,14.374722712498649,47,2,30.93307,1
102.38665564547864,1341.731408723305,5,5,2,165.0,1695,169.5,119.44559430971071,330,15,24.5,27.0,14.317821063276352,47,2,34.23675,1
18.41187295745632,1515.918758794988,4,6,1,90.0,1455,145.5,118.30997422026596,315,15,34.5,30.5,15.337861650177969,47,7,35.575852,1
134.57702793083573,2299.585656869014,9,7,1,247.5,3165,197.8125,120.25972868649754,345,15,32.0,28.25,13.169567191065925,47,2,35.214997,1
20.0,1804.2770738391996,8,6,4,255.0,2895,206.78571428571428,118.67734082161512,345,15,19.5,20.928571428571427,15.139655995876174,47,2,37.657046,1
12.735758101157112,2535.7068289598506,5,9,4,75.0,1785,127.5,117.25658677813006,330,15,37.0,31.642857142857142,15.52236700864338,47,2,39.154933,1
100.0,213.4080197010784,1,2,0,60.0,435,145.0,120.20815280171308,315,60,17.0,22.0,14.719601443879744,42,7,23.736531,0
198.052684915888,1873.090340292279,8,6,1,247.5,2940,210.0,118.38194843085545,345,15,27.0,27.357142857142858,15.406896150087851,47,2,35.682669,1
235.57517097818297,2120.48444017476,7,8,3,105.0,2595,173.0,128.43675486401858,345,30,32.0,26.666666666666668,17.55625877635159,47,2,35.74758,1
30.94478023301919,1566.1615411886075,5,9,3,67.5,1845,131.78571428571428,110.5442242281526,330,30,27.0,22.357142857142858,10.93230561786712,37,7,36.907354,1
269.48612805935187,1477.890732235662,8,7,2,240.0,2745,183.0,108.1942697188719,330,15,22.0,22.33333333333333,16.579773487261185,47,2,30.098735,1
205.2997808084558,1528.205542799676,5,7,4,97.5,1830,152.5,124.27288521636568,345,15,19.5,23.666666666666668,15.046225071056492,47,7,27.415339,1
21.3433690545087,2326.144804595413,9,9,4,187.5,3330,185.0,114.0175425099138,345,30,14.5,18.11111111111111,14.294089255854008,47,2,31.882648,1
127.18008183839729,1560.692562896469,5,6,3,120.0,1755,159.54545454545453,112.48140342164336,300,15,22.0,23.818181818181817,13.016200966614866,47,7,30.282947,1
48.0416485978572,1835.131045027758,5,6,1,105.0,1905,173.1818181818182,115.72445186878431,330,30,42.0,30.181818181818183,15.266232385224242,47,7,47.639566,1
116.17418861005244,2108.420495882834,7,8,2,120.0,2610,174.0,127.37346662472528,345,15,22.0,26.0,11.86029791643813,47,12,30.635786,1
120.09649018010694,1670.517515924172,6,7,1,120.0,2205,169.6153846153846,120.19953824405002,315,15,22.0,25.07692307692308,10.476798824520182,47,7,28.981174,1
30.94478023301919,1484.3818233415557,5,6,2,75.0,1770,160.9090909090909,123.54274530443044,345,30,27.0,28.363636363636363,14.156737729452216,47,7,37.60792,1
108.604788441249,1968.7603444547744,10,10,0,172.5,3675,183.75,121.29380651954165,345,15,19.5,21.75,12.295832627357935,47,2,34.31498,1
167.74661140877944,1886.2023046007937,13,9,4,300.0,4785,217.5,126.21005218574022,345,15,22.0,22.454545454545453,10.65034046714544,42,2,32.1327,1
149.89329538041386,1449.8079009706605,7,6,1,270.0,2520,193.84615384615384,120.49822606664009,345,15,17.0,22.384615384615383,13.93136175098064,47,2,43.812565,1
270.7840377976009,1365.4065777743945,8,7,1,255.0,2790,186.0,127.13772060250254,345,30,32.0,26.33333333333333,14.929463784372462,47,2,30.102258,1
8.675194517261547,1454.5091648425912,8,5,4,315.0,2925,225.0,125.49900398011133,345,15,27.0,25.846153846153847,12.733034890189884,42,2,26.685265,1
42.76371099532503,1404.6470401944582,4,5,1,120.0,1515,168.33333333333334,109.03618155864083,315,15,32.0,29.22222222222222,16.005400323208814,47,7,37.648886,1
40.77496789914136,2296.9498449835446,8,10,3,105.0,2850,158.33333333333334,127.20281268728122,345,15,24.5,22.83333333333333,14.55354099714415,47,2,32.651727,1
177.15849370950104,2033.1026246641384,7,7,2,187.5,2550,182.14285714285717,110.20620746248964,345,30,17.0,19.5,13.725627750411167,42,2,30.80267,1
40.0,1294.5779142784263,3,4,2,120.0,1095,156.42857142857142,105.71911185894864,285,30,37.0,36.285714285714285,7.2843135908468355,47,27,46.476675,0
6.545009041319231,2348.781740467223,11,9,5,255.0,3990,199.5,127.72920574402708,345,15,22.0,22.0,15.329709716755891,47,2,29.86918,1
122.58874336577558,1614.437694499594,10,10,2,187.5,3630,181.5,132.63766433407972,345,15,24.5,23.5,12.05197079319395,42,2,29.758403,1
31.29468932226616,1504.6911941947535,4,5,4,90.0,1425,158.33333333333334,117.28408057172788,345,30,32.0,29.77777777777778,13.356461422412565,47,7,47.24474,0
149.89329538041386,2314.851767516525,7,9,4,105.0,2550,159.375,116.5369442494525,345,15,22.0,25.125,15.194057226429022,47,7,30.432483,1
74.02204643285917,2052.9730968757367,9,8,6,240.0,3210,188.8235294117647,121.64956192668764,345,15,22.0,22.58823529411765,15.231773383793,47,2,31.107305,1
146.84250886188423,1569.2428044655862,7,4,2,255.0,2505,227.72727272727272,118.59717220995763,345,30,32.0,32.0,11.078234188139946,47,12,36.430545,1
167.74661140877944,1616.386901806664,5,6,2,120.0,1725,156.8181818181818,123.2564349652,330,15,32.0,29.727272727272727,13.205308223939957,47,12,37.740521,1
205.2997808084558,1608.2402538618678,9,8,4,240.0,3240,190.58823529411765,124.94566293041588,345,15,27.0,24.058823529411764,12.373931745860371,42,2,32.081362,1
30.94478023301919,2146.7538787483795,7,12,1,90.0,2595,136.57894736842104,126.42922538112346,345,15,27.0,25.42105263157895,14.604670447906956,47,2,28.708868,1
146.402635769407,1452.330266204286,4,5,2,90.0,1410,156.66666666666666,107.96089827134432,300,15,32.0,32.55555555555556,8.958064164776166,47,17,35.926982,1
146.84250886188423,1682.3061312932775,3,6,2,105.0,1125,125.0,94.33981132056604,255,15,32.0,30.33333333333333,16.99673171197595,47,2,29.715748,1
120.09649018010694,1848.0413502094384,11,8,1,285.0,3975,209.21052631578948,128.71084645227003,345,15,22.0,22.0,12.354415362426844,47,2,26.774765,1
127.18008183839729,1745.2574136387227,14,8,1,292.5,5010,227.72727272727272,113.57543821306284,345,15,17.0,18.13636363636364,13.22289837071714,42,2,29.214423,1
88.31123842161416,1451.4087774750888,4,5,2,105.0,1455,161.66666666666666,116.1416759345623,300,15,27.0,22.0,14.337208778404378,42,2,28.1717,1
60.53258786509033,181.3792161949322,1,1,1,180.0,360,180.0,75.0,255,105,12.0,12.0,0.0,12,12,27.33364,0
69.36083649386055,1325.6675129053954,7,6,5,285.0,2490,191.53846153846155,129.45721917928384,345,15,22.0,22.384615384615383,15.374996993312834,47,2,32.65115,1
27.38855975645174,1622.2784883853892,8,10,3,97.5,2910,161.66666666666666,134.0294329201198,345,15,24.5,24.5,15.20690632574555,47,2,40.70467,1
87.02449603613024,1615.0437653202252,6,7,1,105.0,2190,168.46153846153845,114.71343250741448,315,15,22.0,22.0,11.26601424298216,42,2,34.772192,1
20.0,1701.1209942426717,7,7,2,187.5,2535,181.07142857142856,128.34354805182306,345,30,22.0,26.642857142857142,10.082567295352218,47,12,38.159913,1
69.75590131464732,1444.893715797285,5,6,2,90.0,1830,166.36363636363637,122.772718858335,345,45,22.0,20.181818181818183,13.861773347251734,47,2,23.795349,1
20.0,2109.861591966798,9,7,5,240.0,3180,198.75,112.06164598112952,345,15,17.0,21.6875,12.926323674966522,47,2,29.271125,1
239.43738967899463,1175.0817653244785,5,3,1,255.0,1695,211.875,103.49932064994437,315,30,27.0,27.0,14.361406616345072,47,2,28.217027,1
88.31123842161416,1495.898682658612,8,7,6,285.0,2835,189.0,130.97327971765844,330,15,12.0,17.0,13.038404810405298,42,2,27.875404,1
116.17418861005244,2085.390359306364,10,9,2,240.0,3540,186.31578947368425,121.40452286362792,345,15,22.0,21.210526315789476,14.713327103678276,47,2,31.181263,1
40.0,1601.4149829740506,5,3,6,285.0,1800,225.0,111.4955156048888,345,45,29.5,25.125,14.347800354061246,42,2,30.096601,1
99.5511344243662,1605.3484756120988,9,6,2,285.0,3165,211.0,127.45195173083854,345,15,27.0,25.33333333333333,14.220486005134362,47,2,29.444049,1
205.2997808084558,1863.606901905818,8,8,4,187.5,2805,175.3125,119.9670364881537,345,15,14.5,18.875,15.799030824705673,47,2,30.675628,1
48.0416485978572,1561.206144081818,7,6,6,240.0,2490,191.53846153846155,116.06338810827296,330,30,22.0,24.307692307692307,15.1423228346381,47,2,32.703465,1
20.0,1543.7269311314508,10,7,5,285.0,3585,210.8823529411765,123.10009430537848,345,45,22.0,21.11764705882353,14.372696144553666,47,2,29.278811,1
96.73815375500222,1889.503150559614,13,12,3,240.0,4620,184.8,132.86444219579593,345,15,22.0,21.2,13.317657451669197,47,2,34.413171,1
28.284271247462,1515.72896465323,6,6,2,180.0,2325,193.75,125.5674619477514,345,30,27.0,25.75,16.847972182629775,47,2,27.625825,1
303.72804020842824,1686.3169662933371,5,9,1,82.5,1890,135.0,119.05880899790658,315,15,17.0,24.142857142857142,13.05404777321219,47,7,38.465846,1
3.73911835411117,1353.5283566955868,5,5,3,180.0,1770,177.0,132.4424403278647,345,15,29.5,27.5,12.932517156377562,47,2,33.209522,1
167.6622457812031,269.14666019034416,1,1,2,180.0,360,180.0,105.0,285,75,22.0,22.0,20.0,42,2,25.597919,1
102.38665564547864,1234.8796851413306,6,5,4,240.0,2115,192.27272727272728,114.9182246082293,330,30,22.0,22.454545454545453,10.756508696544756,42,7,38.976821,1
269.48612805935187,1604.5530210127383,8,7,2,240.0,2970,198.0,119.8999582985749,345,15,22.0,23.0,14.2828568570857,42,2,27.06488,1
99.5511344243662,1910.8551598656709,8,8,3,202.5,2925,182.8125,129.60238170554584,345,15,37.0,29.5,15.0,47,2,34.715976,1
70.3420215802759,1537.1813895521177,5,7,1,90.0,1770,147.5,112.72200317595497,315,15,22.0,21.58333333333333,11.98233653712367,47,2,40.455563,1
35.761961271441095,1648.8714957544612,6,6,3,172.5,2100,175.0,125.8471294865322,345,15,22.0,23.666666666666668,11.242281302693367,47,7,33.420266,1
191.65905615326017,2146.253548897476,9,11,3,97.5,3255,162.75,120.58684629759584,345,15,14.5,19.25,15.286840746210448,47,2,31.966443,1
303.72804020842824,2454.669296644444,11,8,3,240.0,3990,210.0,113.92518320556282,345,60,17.0,20.94736842105263,14.19589890448545,47,2,30.400091,1
