direct_distance,full_road_diversity,max_angle,max_pivot_off,mean_angle,mean_pivot_off,mean_road_diversity,median_angle,median_pivot_off,min_angle,min_pivot_off,num_l_turns,num_r_turns,num_straights,road_distance,safety,std_angle,std_pivot_off,duration_seconds,total_angle
147.87492535373903,119.62707571973964,29.742859630760496,100.23847870693776,-3.066562661994059,43.09564173777893,7.975138381315976,-1.961125583810856,56.75737675115058,-56.79606507985213,0.0,4,6,5,230.5694965318153,0,17.882368238612397,34.9291718889419,16.023489475250244,-45.99843992991089
126.94260524202215,124.16015110914492,44.256848728910526,247.0134040104145,-20.866461522231923,56.86616138465589,11.28728646446772,0.0,31.548159154734904,-318.8298247154273,0.0,4,4,3,190.72039945419317,0,100.4363323470272,74.87515955151298,15.294875144958496,-229.5310767445512
180.63225681672924,44.51888539576039,12.44878180946832,65.8392742530223,0.9431595521441162,31.783681213652255,2.9679256930506925,0.6376279669173927,46.30731415983603,-25.182753745598564,0.0,6,3,6,210.6193539402261,0,10.00675707040207,27.70315413103668,16.306779384613037,14.147393282161742
139.62105496996872,255.16683896480384,45.03294283835369,239.0736446564399,3.3969222285571243,54.50819651144786,23.19698536043671,0.0,39.55737481642752,-38.36108334280148,0.0,4,4,3,220.7073827546892,1,23.658710008166352,66.8494451562037,17.51402711868286,37.366144514128365
25.455427509757317,772.8560416181434,12.682448259263436,45.685717992929895,-24.14090640704384,15.386601783372184,110.40800594544906,0.0,0.0,-187.8995938828446,0.0,2,1,4,150.78013120933582,0,72.54750629481985,20.60619286609817,13.867626905441284,-168.98634484930687
98.20433746088342,391.3379757158605,58.891017305212834,163.6573119563793,-1.3271063304614183,45.39342869862488,35.576179610532776,0.0,37.683867752046496,-81.29906269183259,0.0,5,4,2,190.9688965379522,1,32.737409282134244,43.63487305009944,16.15521502494812,-14.598169635075593
74.89733567162924,1683.0351861240024,353.89743588165254,121.72145700173716,-32.692994399077335,34.59947604745309,240.43359801771464,-2.341847833758881,4.887819772228784,-310.88683891078995,0.0,2,3,2,221.0240456777265,0,217.41977419830295,50.045974808730136,16.535794734954834,-228.85096079354136
90.24120827737826,210.9008129834758,15.395457999586377,85.18540049302308,-7.232886426559269,42.11251777968807,17.57506774862298,-1.045595895929358,44.30386594334732,-73.4955109158032,0.0,4,5,3,190.7451727877593,1,23.94009999617013,29.37235144726798,14.664483785629272,-86.79463711871124
95.55717639100146,143.3072964195947,15.892555609556732,136.72042401690163,-9.86910606107777,44.11918795543174,11.02363818612267,-6.151075155251602,39.08156270903667,-68.58305744384818,0.0,3,7,3,221.03598705604983,1,22.20914726738136,39.72565742458663,18.807089805603027,-128.29837879401103
166.4540240124356,372.84765195725873,87.72774915026554,92.14720895207712,0.7150385641846664,36.87544133675377,33.89524108702352,-5.492499549451607,41.69743119837136,-36.413567110456526,0.0,2,6,3,220.8351518963648,1,34.039204166388394,29.203899149711862,17.628533840179443,7.865424206031321
73.85115570357681,376.1765074443739,33.53689603163951,71.03782923032306,-24.491312428281613,27.23487007092204,47.02206343054674,4.377039566220383,24.83018561968757,-257.2565891357835,0.0,4,1,3,140.47045937917466,0,94.68636045056452,27.866496310366905,11.534281253814695,-195.93049942625288
