direct_distance,full_road_diversity,max_angle,max_pivot_off,mean_angle,mean_pivot_off,mean_road_diversity,median_angle,median_pivot_off,min_angle,min_pivot_off,num_l_turns,num_r_turns,num_straights,road_distance,safety,std_angle,std_pivot_off,duration_seconds,total_angle
62.225206546767886,56.35371100816662,38.3099108113547,70.97932215079247,-27.983345129179177,25.43741263750332,6.261523445351847,9.33071124238775,25.916126521474784,-346.15811632163053,0.0,5,1,3,140.48549712048947,0,119.97972906122244,26.801529722165352,10.000479221343994,-251.8501061626126
82.35041532780902,439.5252941034873,17.065207437430857,57.90364930941736,-19.893418981383803,29.08721038183477,54.94066176293591,0.6413866520616041,34.85127837985887,-155.0966073698469,0.0,3,3,2,141.0120954801133,0,56.60151463329099,21.299362013965126,10.04142451286316,-159.14735185107045
133.39941770319317,149.96012286742624,6.189187566045302,157.71501595036466,-9.788924698451778,53.072615475705945,16.66223587415847,-4.635364348813,56.27208761703896,-54.74797044272799,0.0,2,4,3,180.3641410481715,0,19.407028814938734,51.55828193585719,11.52712368965149,-88.100322286066
33.59904289933935,232.3844719929036,79.12000703591761,90.98103612567954,-13.530999140956627,30.198350154311356,19.3653726660753,6.8786523873231005,25.17458975130178,-351.0421706974768,0.0,7,1,4,190.85899387459068,1,109.1955144565167,32.16377369688012,14.086846590042114,-162.37198969147954
8.873493136893439,616.9732185243621,-1.3791416767942672,89.4466376240366,-25.567195120208712,49.96116504721239,68.55257983604024,-12.215976507802951,39.545787013541606,-103.24638745892432,0.0,0,8,1,210.7879349871808,0,34.494594041194844,27.80653028147141,13.80635142326355,-230.1047560818784
191.36936574802164,101.23080243353836,21.47108883882881,98.4227772702216,-28.6096001940092,27.92261844877759,8.435900202794864,0.142361543768793,2.2054867090396386,-343.5668720102273,0.0,3,3,6,220.4161259418285,0,100.00905752134597,36.40959965422871,12.44373893737793,-343.3152023281104
131.8899028262216,177.73533153866092,13.265792020686828,137.46010309410582,-26.8381944138164,33.83180606066756,14.811277628221744,-1.5859367818869483,21.022957335061328,-283.83373969054225,0.0,2,5,5,230.90660094779585,1,81.45178215943193,43.2956913063095,24.37667226791382,-322.0583329657968
22.01558230729489,534.74021441714,96.30259277361225,78.69206237421132,-11.684616648262017,22.423116962088532,48.612746765194544,3.1727097068573937,8.961462530650497,-282.35398770319483,0.0,4,2,5,220.8113704621721,1,94.4509781371064,27.188199720866567,15.931950330734251,-128.53078313088218
102.86810112045954,515.3279674971711,300.54316716576307,169.89971229863852,3.762504423070177,35.95309901790945,57.25866305524124,-3.781959667474009,12.925343979375167,-249.3289997268272,0.0,2,4,3,200.87883198617573,0,138.1962752055936,54.56602430713924,14.599290132522585,33.86253980763159
121.03634570804807,63.00145836649638,16.87925657674557,87.07494064156664,-0.9997879605237638,36.39065738696197,6.300145836649638,5.267074743496332,36.06182148610377,-52.388135482523,0.0,5,2,3,150.571362474102,0,19.913392257622885,31.452156053481467,10.767695426940918,-9.997879605237646
130.57000642691148,539.79889613452,5.762393034495005,107.49506962541868,-19.298467197686804,67.53275230842748,77.11412801921713,-5.127985456987531,75.98473385895485,-84.30903233488594,0.0,2,4,1,160.34732400743653,0,34.34334349666853,40.13527038252344,10.288041114807127,-135.08927038380762
61.99139331730576,177.0665893454479,5.79164134435883,180.92471183595603,-19.257373298519333,39.61815078624481,22.13332366818099,-6.10451156445156,25.066200317446576,-89.58270372206395,0.0,1,4,3,130.63210227141204,0,31.88604595483953,60.01297651552572,8.922459840774536,-154.05898638815466
129.63328528353412,108.83856732643662,33.69371036079989,92.4311700196791,-29.97156502605395,33.56528021286857,8.37219748664897,-1.6278209649638342,38.11167341915875,-348.3042618719268,0.0,4,5,4,200.75688041964017,1,97.80621304236472,32.03091473614616,13.977999925613403,-389.6303453387014
31.9641156192617,189.3012336885332,89.83856024342258,124.52096382860805,24.621559379427712,51.3975073170141,23.662654211066645,13.375520581225912,39.44506374810996,6.029858733976533,21.556500382966263,8,0,0,140.83293829522592,0,27.92452143664784,34.588593806237284,10.977712869644163,196.9724750354217
23.825597980935665,217.58785783476367,41.55488099670572,133.34994140123683,-17.13688444786313,37.35653319113861,24.17642864830708,12.08723979717159,35.19838689235917,-310.06671778515914,0.0,6,1,2,190.83953374938585,0,110.83516918875723,41.02829725114148,13.971465587615969,-154.2319600307682
171.5748415816045,50.90631702194357,11.612687699643748,94.51111212204664,-3.180735806197591,49.22139563401489,3.181644813871473,-1.8921229804312532,55.83516528469109,-25.763117014103397,0.0,5,7,4,230.7123430285236,1,9.85193645063893,33.4918441029181,16.540847539901733,-50.89177289916147
132.48604954117982,615.0729296729497,347.68848459194686,58.98124482112189,11.246932686149476,20.67382914292729,76.88411620911872,0.0920009584856886,7.1793989191471885,-282.8861814189304,0.0,2,3,3,180.6017753369329,1,170.30355952121064,25.44243119934344,11.309208154678345,89.97546148919582
